Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU10257,56.26203369266839,34,8,9866.465457979695,Male,67,1,48,6,Carrier C,9.416467733647092,Supplier 3,Chennai,25,955,7,1.0850685695870688,Pending,1.0423682328689645,Road,Route C,433.343979804287
cosmetics,SKU10258,34.53229538971922,17,996,9866.465457979695,Unknown,99,15,61,10,Carrier A,5.992843829702695,Supplier 1,Kolkata,14,547,14,85.8077389633842,Pending,1.791029741630144,Air,Route C,103.91624796070496
skincare,SKU10259,51.87853997123911,88,996,8905.560595885287,Female,0,22,60,6,Carrier B,6.9843131950777915,Supplier 3,Kolkata,1,772,19,67.67709058000207,Pending,2.577165007627505,Rail,Route A,487.83618725221186
skincare,SKU10260,38.37661683538571,32,70,5160.407304410165,Unknown,79,9,69,9,Carrier A,8.664770372844998,Supplier 5,Bangalore,23,214,22,46.24760959323897,Pending,2.3714927616590806,Air,Route C,941.1639975927123
haircare,SKU10261,40.78745872237286,27,819,5746.118210903205,Female,6,12,66,1,Carrier A,1.0134865660958965,Supplier 2,Chennai,18,985,22,99.46610860359912,Fail,1.1788356711885228,Road,Route A,481.24571910296305
skincare,SKU10262,35.194399648254425,21,299,4181.821945696496,Female,100,14,44,8,Carrier C,3.6012400148739667,Supplier 1,Kolkata,1,784,19,11.443097167939932,Pending,2.12316767348867,Road,Route B,370.5381942675091
skincare,SKU10263,61.27853292929598,40,539,5792.319627993542,Non-binary,35,15,45,8,Carrier A,7.31986426100799,Supplier 1,Kolkata,18,518,8,1.0850685695870688,Fail,0.8831435807599339,Sea,Route C,436.98292737583273
skincare,SKU10264,99.1713286386242,100,660,8641.648537479397,Male,68,24,10,4,Carrier B,5.736760172338467,Supplier 3,Mumbai,16,387,13,12.185825774225187,Fail,4.247865216796126,Road,Route C,499.26694842459125
skincare,SKU10265,60.89033993579149,54,8,7080.597109931041,Non-binary,9,22,74,1,Carrier A,2.808255606796479,Supplier 1,Chennai,7,104,12,69.61707652805848,Fail,2.6792441997547454,Road,Route C,577.6376542063667
cosmetics,SKU10266,57.870605303606,88,681,5092.18498862435,Female,93,14,1,10,Carrier B,6.555687659308624,Supplier 5,Chennai,30,461,1,19.94602476155522,Pending,1.9309890847790743,Road,Route B,433.4356578836893
skincare,SKU10267,38.51778025647074,98,371,4981.848785893426,Non-binary,46,30,48,9,Carrier B,6.2877605331785915,Supplier 1,Kolkata,1,739,13,20.723329139500734,Pending,3.6909622368935135,Sea,Route B,495.1539958286036
skincare,SKU10268,42.22051779862529,50,392,7258.711742704449,Non-binary,74,27,83,7,Carrier B,6.793164370793127,Supplier 5,Chennai,27,501,28,52.14087048226262,Fail,3.0998015304915265,Rail,Route A,365.8548804256513
cosmetics,SKU10269,69.84262083286698,98,359,4939.3242998561045,Female,0,1,58,1,Carrier B,7.858148831355177,Supplier 2,Mumbai,12,499,7,48.69163278158295,Fail,3.286897542379754,Sea,Route A,270.11161322409816
cosmetics,SKU10270,1.6999760138659377,45,855,5039.232233136373,Non-binary,29,6,50,7,Carrier B,3.641775342877817,Supplier 5,Bangalore,22,928,7,24.732432535462518,Pending,2.44161616544238,Rail,Route A,541.6786762144925
skincare,SKU10271,65.03084967091802,87,378,8878.163359879238,Unknown,76,16,71,2,Carrier C,9.51751232946853,Supplier 1,Delhi,2,240,11,62.044424658876736,Pending,2.2798972394389083,Air,Route A,103.91624796070496
skincare,SKU10272,58.663418329939645,37,554,8241.177795176758,Unknown,29,1,38,6,Carrier A,7.823616603103828,Supplier 1,Kolkata,30,224,11,46.92735960684618,Pending,3.6875214115359554,Road,Route B,379.5778904503139
cosmetics,SKU10273,1.6999760138659377,62,13,5878.4994506749235,Non-binary,54,7,40,8,Carrier A,6.3467083119331855,Supplier 3,Mumbai,17,781,17,48.837436291218594,Fail,0.47341269696751254,Rail,Route A,766.0044441045068
skincare,SKU10274,99.1713286386242,39,233,2788.5827285501373,Female,59,30,36,3,Carrier B,9.516655786330308,Supplier 3,Kolkata,14,285,25,19.204820140333705,Pending,1.984623294341617,Rail,Route A,570.6917529406574
cosmetics,SKU10275,1.6999760138659377,10,685,5375.719295650636,Non-binary,76,25,49,3,Carrier B,2.1409414818736012,Supplier 3,Chennai,1,104,16,14.694552074525468,Pending,0.5719753076074334,Sea,Route A,394.7706675504249
haircare,SKU10276,43.71235030037057,37,8,4853.475615625539,Non-binary,11,13,75,6,Carrier B,8.236587493185834,Supplier 1,Chennai,12,417,14,25.96888429921322,Pending,4.939255288620948,Air,Route A,904.8391737300879
skincare,SKU10277,40.79181749241551,100,310,6100.366831367643,Female,20,30,48,8,Carrier A,5.133281888952025,Supplier 4,Delhi,10,386,1,49.03849163203208,Pending,2.3125364901833603,Road,Route A,764.4802254429796
skincare,SKU10278,18.262604045291734,100,728,8236.836974095775,Unknown,0,9,96,4,Carrier B,9.92981624527726,Supplier 5,Kolkata,18,703,10,46.38457636869628,Pending,4.451987956206052,Rail,Route B,225.76787151407092
haircare,SKU10279,63.871451609323444,14,422,9866.465457979695,Male,54,4,20,9,Carrier C,9.92981624527726,Supplier 2,Mumbai,21,463,16,56.82210232597944,Pending,1.1035233097173125,Air,Route B,850.0406267795677
cosmetics,SKU10280,55.69756583593929,60,732,8814.66029309727,Non-binary,90,10,53,4,Carrier B,4.877236602554891,Supplier 1,Kolkata,2,419,13,85.38683758825397,Pending,2.7384094678795927,Air,Route A,455.2760888159808
skincare,SKU10281,47.07489388509613,36,539,8070.002253984293,Unknown,0,30,29,2,Carrier B,5.772061131744663,Supplier 1,Mumbai,11,349,15,77.42927737613657,Fail,1.6585251342263345,Air,Route A,173.10271931051585
cosmetics,SKU10282,13.278562377866791,89,412,9217.399205576832,Unknown,24,13,69,9,Carrier C,6.85275910970527,Supplier 5,Bangalore,11,532,11,57.2223830868167,Pending,2.5083489448383984,Sea,Route A,554.8824717591491
haircare,SKU10283,4.4593783100909405,55,324,7512.13611087867,Male,89,18,76,10,Carrier B,9.920107989159735,Supplier 3,Chennai,15,985,28,74.99937072735958,Pass,2.4077040086424573,Rail,Route B,657.6968021466125
haircare,SKU10284,57.851472983656805,80,815,9306.284833634012,Male,53,11,71,9,Carrier C,4.99212304551353,Supplier 1,Chennai,15,795,30,91.58693029797092,Pass,0.8609665569611795,Road,Route A,336.3051566581156
cosmetics,SKU10285,87.1276547271507,45,269,5613.520594064965,Unknown,68,29,54,6,Carrier C,2.7315686777356034,Supplier 1,Delhi,17,690,19,93.38303283860583,Fail,3.4044151367089275,Rail,Route A,740.4925278014496
haircare,SKU10286,31.626727187201528,48,574,8460.455300258729,Female,12,20,21,6,Carrier C,1.0134865660958965,Supplier 4,Kolkata,4,381,1,47.43301187301696,Pass,2.7929518362736525,Air,Route B,382.8463848403271
haircare,SKU10287,30.594894637854456,44,8,1364.1266146593534,Male,54,8,96,1,Carrier C,4.382733001861076,Supplier 2,Kolkata,15,882,22,75.55577300092699,Pass,2.553149459362445,Air,Route C,469.1319365571066
cosmetics,SKU10288,1.6999760138659377,41,370,9866.465457979695,Unknown,81,22,8,6,Carrier C,1.0134865660958965,Supplier 4,Delhi,17,956,16,1.0850685695870688,Fail,1.7483953917522026,Sea,Route C,602.5904895768069
skincare,SKU10289,99.1713286386242,93,673,8026.842687628951,Unknown,49,22,54,7,Carrier B,9.92981624527726,Supplier 4,Chennai,13,531,19,72.35856742511619,Pending,1.229627951810149,Sea,Route C,419.3229546904614
haircare,SKU10290,17.225720974790363,46,387,6432.202985915375,Female,3,16,33,5,Carrier B,6.7466449938579744,Supplier 2,Chennai,17,218,4,74.33486478174717,Pass,0.43940940408441254,Sea,Route A,343.9323044791258
haircare,SKU10291,29.402608847319822,67,753,5461.69632146927,Unknown,9,11,42,7,Carrier C,6.246217867711123,Supplier 2,Chennai,7,572,8,18.99821163657386,Fail,2.98731123481048,Rail,Route A,189.27527889434504
cosmetics,SKU10292,31.87565924201223,49,8,2112.6405442113637,Non-binary,43,16,60,6,Carrier A,6.907762964092213,Supplier 1,Bangalore,7,827,21,36.06390986189661,Pass,1.73234573006367,Air,Route B,230.98997281300433
cosmetics,SKU10293,76.719345952181,39,995,6884.60140307377,Female,28,14,48,6,Carrier A,8.527455368665972,Supplier 3,Mumbai,22,663,1,39.448976179049126,Pass,0.5601707981950637,Road,Route A,271.05153218769783
skincare,SKU10294,34.35322633124733,29,504,6804.046545579638,Non-binary,98,8,81,9,Carrier B,2.636526824335912,Supplier 1,Bangalore,12,909,7,83.01297924079434,Pass,1.2903434966556957,Road,Route B,351.94316892770337
haircare,SKU10295,99.1713286386242,73,535,6282.865041973253,Unknown,25,16,26,8,Carrier C,8.481717004205379,Supplier 1,Chennai,7,985,11,1.0850685695870688,Pass,1.8695505288770933,Rail,Route A,814.4623360018777
haircare,SKU10296,17.85763505064259,90,8,7177.361908298839,Female,19,28,96,9,Carrier A,9.92981624527726,Supplier 1,Mumbai,20,985,11,37.484034939696976,Pass,4.876720583954026,Road,Route A,662.1294085302671
cosmetics,SKU10297,27.311767785069787,44,433,9559.330657258119,Non-binary,29,20,67,3,Carrier B,5.396743370815817,Supplier 2,Delhi,26,620,7,41.51520720928566,Pass,3.4021291236834434,Road,Route A,689.2887092039022
haircare,SKU10298,43.066809092963624,100,412,9010.788734755452,Female,80,4,58,5,Carrier B,3.7440079791864234,Supplier 3,Mumbai,9,288,14,47.63096440611979,Pending,2.19036560242406,Sea,Route A,379.41053382651086
skincare,SKU10299,41.063905539910074,1,803,1061.618523013288,Female,33,14,47,4,Carrier C,2.360190556897606,Supplier 1,Kolkata,2,874,29,10.21005772699111,Fail,0.0186075676310149,Road,Route A,103.91624796070496
haircare,SKU10300,53.33879125418838,58,412,5783.767783487382,Male,67,20,47,1,Carrier C,9.92981624527726,Supplier 1,Kolkata,15,600,10,21.168301302761762,Pending,1.7234452672011242,Rail,Route B,162.8821685634719
skincare,SKU10301,1.6999760138659377,98,8,6369.332616271773,Unknown,23,20,40,1,Carrier A,9.92981624527726,Supplier 3,Mumbai,16,653,12,47.96452654622871,Pending,3.5729255388248395,Road,Route A,462.89709847570475
skincare,SKU10302,38.46532279310789,56,246,9699.924468363899,Female,26,21,31,3,Carrier B,7.510195656063381,Supplier 1,Mumbai,21,845,12,80.60974681362009,Pending,2.8278644076938217,Sea,Route B,397.98077666000506
haircare,SKU10303,84.72404425335586,14,695,9272.754905417194,Unknown,78,24,59,5,Carrier B,3.2609514185097437,Supplier 5,Kolkata,6,412,22,99.46610860359912,Pass,3.113689755711868,Road,Route C,490.92611261476765
haircare,SKU10304,95.53051584703579,23,471,8819.32999978552,Non-binary,52,4,95,5,Carrier A,6.577209850419885,Supplier 3,Chennai,20,643,7,46.19094172108566,Fail,1.3908861004453503,Road,Route B,103.91624796070496
haircare,SKU10305,99.1713286386242,67,838,1061.618523013288,Non-binary,91,15,64,3,Carrier A,6.775556438478848,Supplier 5,Bangalore,15,581,1,30.99750446873691,Pass,2.018718779005693,Road,Route C,265.1220848170958
skincare,SKU10306,81.28025000256751,75,400,2716.547031883168,Male,50,19,96,8,Carrier C,3.0953583900669854,Supplier 5,Bangalore,1,458,9,40.76903053755777,Pending,3.813416114936282,Road,Route C,795.7053623996296
haircare,SKU10307,99.1713286386242,53,499,2677.379189690672,Non-binary,70,10,87,10,Carrier B,9.92981624527726,Supplier 1,Delhi,7,349,23,34.83653514866986,Fail,0.0186075676310149,Road,Route A,441.15385613404345
haircare,SKU10308,51.85390115266475,100,171,8690.996373821119,Non-binary,27,22,95,6,Carrier A,3.222897597824211,Supplier 1,Bangalore,1,985,21,67.25140454495946,Pending,1.9453956104679828,Air,Route A,633.5853749494775
haircare,SKU10309,53.12956362325039,27,230,9131.574617181912,Unknown,92,28,61,3,Carrier C,4.1019063569356105,Supplier 4,Delhi,24,157,19,47.003542830413814,Pass,1.4490929728343005,Sea,Route A,290.96927686601697
haircare,SKU10310,62.58495067096796,91,219,3796.129262330769,Male,86,1,39,9,Carrier A,6.146787655048076,Supplier 3,Chennai,30,104,21,13.033809726158047,Pending,3.805797840467836,Air,Route C,997.4134501331946
haircare,SKU10311,39.51620940770634,100,397,4872.585246850684,Male,94,10,46,7,Carrier A,2.9829183166083175,Supplier 1,Mumbai,20,451,18,62.148992983013684,Pending,0.7150538687859782,Rail,Route A,768.6884434269989
cosmetics,SKU10312,55.00705273966138,49,783,6379.323665546016,Female,66,20,59,4,Carrier B,8.209287082231432,Supplier 2,Delhi,15,744,24,5.673675801268111,Pending,3.2748805573903543,Sea,Route B,249.26241538681455
skincare,SKU10313,50.82084508516473,1,8,9017.652413460648,Unknown,0,28,85,4,Carrier B,2.221629034113667,Supplier 3,Kolkata,16,665,18,85.8181797857869,Pending,2.746033016451116,Sea,Route B,742.6834344646076
haircare,SKU10314,76.77110621001395,24,175,5913.733966195543,Female,73,16,50,3,Carrier B,9.123354531706152,Supplier 2,Mumbai,24,528,16,29.796057925883385,Pending,2.6984052441453694,Rail,Route C,997.4134501331946
haircare,SKU10315,78.09456141594342,42,21,4271.500079820187,Female,0,3,54,8,Carrier B,1.5546082317064909,Supplier 4,Mumbai,9,354,28,68.2905320306339,Pending,1.5934080892020184,Road,Route B,463.7251939821177
haircare,SKU10316,13.554029533412411,43,160,4915.890455052149,Unknown,7,14,33,5,Carrier A,1.2566672910500962,Supplier 4,Delhi,25,903,19,85.68698491104243,Pending,4.939255288620948,Road,Route B,988.8549723028851
cosmetics,SKU10317,34.35822761607796,35,122,5376.343015462666,Unknown,50,16,33,5,Carrier C,1.5447769781746699,Supplier 1,Kolkata,22,603,5,60.64583698972479,Pass,1.188558918534994,Road,Route A,702.1284038265314
haircare,SKU10318,72.1586221404092,67,83,6827.489154487326,Unknown,23,12,38,9,Carrier C,1.7515336322774213,Supplier 1,Kolkata,21,318,3,12.298394041005935,Fail,1.6236950077403876,Road,Route B,103.91624796070496
haircare,SKU10319,81.42897721344784,19,332,5205.254959863855,Unknown,100,14,42,6,Carrier C,1.0134865660958965,Supplier 3,Bangalore,30,612,25,8.734536955425952,Pending,0.0186075676310149,Road,Route B,840.4216322380155
haircare,SKU10320,56.77484766657776,78,423,5080.550005694464,Non-binary,9,1,31,4,Carrier B,5.68903759302328,Supplier 3,Bangalore,11,985,13,65.75545906519713,Pass,3.094805479912353,Road,Route C,369.11718237524076
haircare,SKU10321,39.099902743694834,74,882,1061.618523013288,Unknown,46,18,35,5,Carrier A,6.821338362658498,Supplier 5,Mumbai,8,615,11,50.710371350620065,Pending,4.164807414935602,Sea,Route C,806.4543011857679
skincare,SKU10322,69.82049578295644,45,527,9866.465457979695,Female,38,18,26,8,Carrier C,6.16548854792443,Supplier 5,Chennai,15,362,15,45.34212563925864,Pending,3.9202079925022995,Rail,Route B,946.9052471665295
haircare,SKU10323,36.3362913964138,1,454,1061.618523013288,Female,53,12,88,10,Carrier B,6.570721273084084,Supplier 1,Chennai,17,661,17,35.37615386187165,Pass,0.5993363169609607,Sea,Route A,256.54040850607237
skincare,SKU10324,45.674331800491856,58,267,6704.003966227825,Unknown,84,11,59,7,Carrier A,4.175171720766592,Supplier 1,Chennai,27,477,20,47.114745311478465,Pending,0.9974348129458424,Sea,Route A,840.4218671656696
haircare,SKU10325,92.2161970154772,75,996,1746.225477526808,Non-binary,100,25,59,8,Carrier B,6.8097259402785175,Supplier 5,Chennai,30,598,25,99.46610860359912,Pending,2.102772796318774,Rail,Route B,390.4100794531594
skincare,SKU10326,1.6999760138659377,25,974,7441.72573599099,Male,51,22,12,3,Carrier A,6.218127582150941,Supplier 3,Chennai,30,467,14,32.414258134571334,Fail,1.3380510025901704,Rail,Route A,242.98083798590608
haircare,SKU10327,80.1601234369113,7,156,3803.7253101307297,Male,0,6,63,4,Carrier B,6.778934545752227,Supplier 1,Kolkata,23,716,16,43.66582752054208,Fail,2.050160389880849,Rail,Route B,790.6224867816421
cosmetics,SKU10328,79.55316272100056,90,722,5801.548542978207,Female,90,13,25,8,Carrier B,5.058250207226879,Supplier 3,Kolkata,16,495,14,22.29204046417284,Pending,0.12963374044604992,Air,Route B,103.91624796070496
cosmetics,SKU10329,31.18551062608258,87,46,1061.618523013288,Female,45,25,83,7,Carrier C,2.64241622499415,Supplier 1,Delhi,29,245,2,83.50964176385654,Pending,2.1037508368469697,Air,Route A,534.1582556528575
skincare,SKU10330,43.84571054999956,60,996,7239.86720349727,Male,83,12,54,3,Carrier A,5.154192744928891,Supplier 4,Mumbai,18,630,25,27.726441737787717,Pending,2.6270244512726815,Road,Route C,776.7599304962102
haircare,SKU10331,99.1713286386242,69,385,2694.0401429055996,Unknown,66,5,36,9,Carrier A,4.900213118689152,Supplier 1,Chennai,10,813,24,48.52188240900971,Pass,0.0186075676310149,Road,Route A,454.24740539289866
cosmetics,SKU10332,68.9604162327997,95,735,1061.618523013288,Male,51,20,1,6,Carrier C,7.619456480443596,Supplier 3,Delhi,19,703,4,46.38301102337388,Fail,0.5327773841253962,Rail,Route B,717.6514419460239
haircare,SKU10333,60.934038346941634,100,588,3676.9758126584243,Non-binary,46,1,45,7,Carrier C,9.005017103912417,Supplier 2,Bangalore,29,483,13,63.181663223675,Pending,2.9949163460370354,Air,Route C,469.26927227928314
cosmetics,SKU10334,42.564538424425145,100,98,1061.618523013288,Male,0,20,72,7,Carrier B,3.540633746843799,Supplier 4,Kolkata,30,417,20,67.38239152296761,Fail,2.503334638909818,Road,Route B,288.84872057816466
skincare,SKU10335,94.27486618297341,30,8,1856.660881657303,Unknown,40,7,46,7,Carrier B,5.2537332745934675,Supplier 3,Kolkata,27,326,14,55.85117876488424,Fail,1.814140924746384,Air,Route B,164.41354247308254
skincare,SKU10336,32.53996279935974,65,495,8867.93396667496,Male,70,22,82,7,Carrier A,6.670583050424194,Supplier 5,Chennai,6,758,18,99.46610860359912,Pending,4.261258746075263,Air,Route B,640.8355845780521
haircare,SKU10337,72.87573716969365,26,582,8114.376282723351,Male,46,27,57,9,Carrier C,5.8302632248507305,Supplier 1,Kolkata,9,315,30,69.7426530261072,Pending,0.0186075676310149,Road,Route B,103.91624796070496
skincare,SKU10338,31.02108611749848,42,540,2782.47062124574,Male,78,13,75,3,Carrier B,6.64684071878579,Supplier 3,Kolkata,27,133,27,21.57807673670345,Pass,3.149170951613069,Rail,Route A,386.106721130696
haircare,SKU10339,89.49591338142827,4,300,7673.81002878425,Male,71,21,33,7,Carrier B,5.964704121406177,Supplier 5,Bangalore,21,650,19,29.891132239405046,Pass,0.0186075676310149,Rail,Route C,654.1272903932423
skincare,SKU10340,30.33669717775793,66,693,3876.046948371242,Non-binary,21,12,44,5,Carrier B,6.506566658502136,Supplier 3,Chennai,13,317,14,63.648908563086835,Fail,4.939255288620948,Air,Route A,342.99322588063785
haircare,SKU10341,34.00974605229362,27,103,9866.465457979695,Female,72,22,34,5,Carrier B,8.573536495485865,Supplier 3,Bangalore,13,587,25,73.6554238951361,Pass,0.0186075676310149,Road,Route B,299.4304195650888
haircare,SKU10342,56.05503516900045,20,996,2759.1494023270247,Female,85,26,79,3,Carrier C,2.5583681814607364,Supplier 5,Chennai,19,830,15,16.789677624215386,Pass,2.2470679143271908,Sea,Route B,541.7653249256014
cosmetics,SKU10343,6.687981433315855,48,996,2021.563069435576,Female,51,21,40,2,Carrier A,5.624798411881704,Supplier 5,Chennai,13,766,1,74.18757463961634,Pending,3.666910948767079,Road,Route B,691.6851518847955
skincare,SKU10344,8.677854817422784,64,595,3564.940190843417,Male,35,22,61,8,Carrier B,5.734677682059441,Supplier 1,Chennai,13,557,1,15.424484340449325,Pending,1.267572004107553,Rail,Route B,679.5976975362412
haircare,SKU10345,36.74002270417007,59,880,5686.684213684819,Unknown,0,24,22,6,Carrier C,9.537535763670494,Supplier 3,Delhi,13,279,20,52.80724092231116,Pending,1.6879002697260916,Air,Route A,473.6062667757972
cosmetics,SKU10346,47.51195114834519,76,835,4260.177168975785,Male,0,11,96,2,Carrier A,2.085990783660731,Supplier 3,Chennai,22,647,25,60.881026838946816,Pending,3.998633135139389,Air,Route B,537.9627488256397
cosmetics,SKU10347,48.15299960256931,34,341,3429.135126915863,Male,92,10,4,4,Carrier C,2.4936546026631197,Supplier 4,Mumbai,15,567,14,99.46610860359912,Fail,0.0186075676310149,Sea,Route B,516.3981268619557
skincare,SKU10348,66.37587430997783,30,907,3726.615009367975,Unknown,61,25,64,10,Carrier A,8.375245018765526,Supplier 1,Kolkata,25,258,30,29.836498937316115,Pending,3.9900323191615747,Rail,Route B,553.6360498046002
haircare,SKU10349,16.143857812522803,70,164,4476.191999486622,Male,28,30,40,5,Carrier B,8.683042585081868,Supplier 1,Kolkata,11,591,17,64.53164048668083,Fail,1.8073867135648252,Rail,Route A,727.5471740865084
skincare,SKU10350,76.00703263972095,60,933,6113.832042795604,Unknown,60,22,52,6,Carrier C,9.750223554579176,Supplier 2,Bangalore,23,741,19,39.25733404874157,Pass,2.5881525685691296,Air,Route A,692.4848528535158
cosmetics,SKU10351,26.006830660716595,37,365,6100.818924425115,Unknown,5,22,78,9,Carrier C,1.9939176702877859,Supplier 1,Chennai,15,466,4,31.635576663764915,Pass,2.1514459189049915,Rail,Route A,635.445487829581
skincare,SKU10352,77.17453495792978,89,745,8054.775505102876,Female,70,29,84,10,Carrier A,6.794578309920073,Supplier 5,Delhi,8,881,16,33.40558697679314,Pending,3.042364219206197,Sea,Route B,599.0891050824772
cosmetics,SKU10353,10.504215531058037,34,287,1061.618523013288,Male,51,23,24,10,Carrier A,6.854678147554858,Supplier 4,Bangalore,18,677,17,26.904926208017194,Pass,1.703905814232809,Sea,Route B,555.0591982372118
haircare,SKU10354,80.67746191115465,40,46,7077.993356728657,Non-binary,40,11,28,7,Carrier C,8.721821452665722,Supplier 1,Bangalore,14,413,19,80.01160242201513,Pending,2.483882529066742,Air,Route C,669.2507726305582
skincare,SKU10355,51.220718295684506,41,755,5693.780554701182,Female,0,27,56,9,Carrier C,6.1143509054277825,Supplier 5,Chennai,15,433,30,21.095359536912287,Fail,1.9635282398745648,Rail,Route C,511.798368252523
cosmetics,SKU10356,35.2487178427434,32,564,8137.706438468054,Unknown,0,7,71,5,Carrier C,6.6711309980281825,Supplier 2,Mumbai,13,128,22,67.1911542159322,Pass,1.4940146082920358,Road,Route C,265.40291736377014
skincare,SKU10357,17.240591873529993,39,8,7321.553014400369,Unknown,53,18,64,10,Carrier B,2.108397004462311,Supplier 5,Delhi,17,245,20,1.0850685695870688,Fail,4.124866423387088,Rail,Route C,404.7319052744778
cosmetics,SKU10358,19.825844319853086,9,278,3223.221283959905,Female,53,21,70,5,Carrier C,2.724233767580554,Supplier 2,Delhi,30,147,26,74.61390697895041,Pass,1.3171833669798294,Air,Route B,301.44774764390513
skincare,SKU10359,34.0670387861025,86,446,9659.131220783533,Unknown,13,20,49,1,Carrier C,9.92981624527726,Supplier 2,Kolkata,16,818,8,73.64796156312045,Pending,4.939255288620948,Rail,Route A,210.11782930845163
cosmetics,SKU10360,1.6999760138659377,16,826,3616.797597607698,Male,20,18,65,7,Carrier C,5.648043321398993,Supplier 2,Bangalore,24,104,1,30.750244165799817,Pending,2.5936594180644112,Air,Route B,376.10189242436184
skincare,SKU10361,7.360526232585016,47,996,2181.031727149127,Non-binary,72,10,49,5,Carrier B,6.787358326952792,Supplier 5,Delhi,30,392,1,38.052290529185,Pending,1.0781698018903882,Air,Route A,608.2149896306925
haircare,SKU10362,64.744959777494,45,290,6250.292376408091,Male,84,9,52,3,Carrier B,1.9206017167060283,Supplier 1,Kolkata,12,947,4,79.86827823569612,Pending,1.829701067466028,Rail,Route C,620.7450825627824
cosmetics,SKU10363,45.871880011042855,91,466,6248.252611236189,Unknown,97,6,46,8,Carrier B,9.92981624527726,Supplier 1,Mumbai,30,985,4,14.27242803101391,Pass,2.189162481976851,Road,Route C,707.5454603278824
cosmetics,SKU10364,73.36336274326882,64,130,5086.2219047318795,Male,41,18,40,3,Carrier A,3.240503616758676,Supplier 4,Mumbai,25,701,12,76.77990772122267,Pending,2.694031854614454,Rail,Route B,881.022611275838
haircare,SKU10365,47.364476539574795,21,36,2316.5157314235926,Female,45,3,71,4,Carrier B,1.230327533433238,Supplier 5,Mumbai,24,383,10,24.05139897053325,Pending,3.160441101461846,Air,Route B,864.9068083817778
cosmetics,SKU10366,77.79456457943763,86,561,5056.568944362642,Unknown,9,15,8,5,Carrier B,4.814172806190706,Supplier 1,Delhi,21,341,24,23.01392138288519,Pass,1.4674763517619849,Rail,Route A,449.9767618746004
haircare,SKU10367,62.01054148993403,75,331,7827.401832158197,Female,0,18,50,2,Carrier B,4.986603961830316,Supplier 4,Kolkata,15,459,15,21.786136982442898,Pending,2.801433196455072,Rail,Route B,336.5306450447915
haircare,SKU10368,52.57553608188555,20,344,1071.9199183583487,Male,67,26,20,9,Carrier A,7.020194877462982,Supplier 2,Mumbai,12,104,7,58.3195616103449,Pending,0.8275983676868857,Sea,Route C,949.5231700124841
skincare,SKU10369,73.58513192399289,13,753,8264.231941337533,Unknown,75,2,54,5,Carrier C,9.193681276678195,Supplier 5,Mumbai,9,638,2,6.431898158266463,Fail,3.8348159390027026,Rail,Route B,238.19323337777365
skincare,SKU10370,47.233449310378965,50,115,7671.455159401694,Unknown,78,16,24,1,Carrier C,7.697144456144785,Supplier 1,Mumbai,16,361,14,63.399263866348164,Pass,1.3685620187170604,Rail,Route A,638.004609675226
haircare,SKU10371,51.708041066432955,69,576,7003.63904678954,Unknown,0,8,38,10,Carrier B,2.7102231566491186,Supplier 3,Delhi,23,639,9,1.0850685695870688,Pending,1.4002805346254135,Sea,Route B,103.91624796070496
cosmetics,SKU10372,63.41505666969371,4,73,6150.072866193874,Unknown,15,5,54,7,Carrier A,1.48773387148991,Supplier 3,Chennai,10,898,24,21.357303812664476,Fail,0.0186075676310149,Rail,Route A,604.1716828982678
skincare,SKU10373,83.84717425982828,69,920,4753.450673183592,Male,100,23,90,3,Carrier C,6.777411317321505,Supplier 1,Delhi,9,521,11,81.83385615522118,Fail,3.66845781528591,Rail,Route B,553.1322825866104
skincare,SKU10374,6.814804483460186,44,209,6188.165511559835,Female,20,11,17,8,Carrier A,6.326798802871639,Supplier 1,Bangalore,28,693,19,88.67823694440358,Fail,2.575537120331279,Air,Route A,770.0758185907441
haircare,SKU10375,62.4396683373198,5,662,9695.557366082681,Male,58,7,59,2,Carrier A,6.6222331418448945,Supplier 5,Delhi,10,122,8,76.59065057569697,Pass,1.7895237019416927,Sea,Route A,787.5313257007049
haircare,SKU10376,76.15669882907889,73,271,5778.798744375156,Non-binary,65,27,96,4,Carrier C,2.654430638899292,Supplier 5,Mumbai,8,161,25,99.46610860359912,Pass,3.250580139712407,Rail,Route C,641.8331769935279
haircare,SKU10377,35.77587003243827,36,420,4273.104885338167,Unknown,45,30,53,5,Carrier C,7.7123042560527235,Supplier 2,Mumbai,16,652,19,7.470216181137182,Fail,3.536326318782975,Rail,Route B,592.472829334972
cosmetics,SKU10378,1.6999760138659377,78,783,8595.478750033813,Non-binary,74,16,54,5,Carrier C,7.7879802490828824,Supplier 1,Chennai,7,985,23,1.0850685695870688,Fail,0.6438213504793082,Rail,Route A,103.91624796070496
skincare,SKU10379,27.878328634634276,1,405,9866.465457979695,Female,15,16,60,1,Carrier C,2.76433528389429,Supplier 1,Mumbai,13,237,9,1.0850685695870688,Pending,2.270117260452223,Road,Route A,118.14747725995824
